,OrderId,OrderDate,UserId,TotalCharges,CommonId,PupId,PickupDate
841,2836,2010-02-14,6476,18.079,P5582,18,2010-02-15
842,465,2009-04-22,6578,3.43,B7H2D,3,2009-04-23
843,510,2009-05-01,6602,21.03,JG2CP,5,2009-05-01
844,544,2009-05-08,6602,80.8,52ZEM,5,2009-05-08
845,586,2009-05-15,6602,29.38,PKPW6,5,2009-05-15
846,620,2009-05-22,6602,24.29,84G55,5,2009-05-22
847,716,2009-06-12,6602,35.81,2UKMQ,5,2009-06-12
848,470,2009-04-23,6646,10.6,X7X5Z,5,2009-04-24
849,484,2009-04-24,6664,50.89,TXWUU,5,2009-04-24
850,474,2009-04-23,6696,16.49,CNTGS,5,2009-04-24
851,476,2009-04-23,6821,24.78,ECV9L,5,2009-04-24
852,511,2009-05-01,6821,24.62,U6PF5,5,2009-05-01
853,549,2009-05-08,6821,25.01,WZKKH,5,2009-05-08
854,605,2009-05-20,6821,23.7,YDUQ8,5,2009-05-22
855,656,2009-05-29,6821,20.03,RQQFY,5,2009-05-29
856,684,2009-06-04,6821,22.23,LKCS5,5,2009-06-05
857,713,2009-06-11,6821,27.55,KJK3Q,5,2009-06-12
858,788,2009-06-26,6821,19.02,CZZFE,5,2009-06-26
859,860,2009-07-09,6821,24.61,FG87D,5,2009-07-10
860,990,2009-07-31,6821,29.64,PZCZS,5,2009-07-31
861,1092,2009-08-20,6821,34.21,EFL2F,5,2009-08-21
862,1357,2009-10-02,6821,28.36,XJYMV,5,2009-10-02
863,480,2009-04-24,6901,49.75,NHBAJ,5,2009-04-24
864,500,2009-04-30,6901,60.26,YXM86,5,2009-05-01
865,555,2009-05-08,6901,14.04,PFCLP,5,2009-05-08
866,763,2009-06-19,6901,26.53,KZ9Q6,5,2009-06-19
867,1016,2009-08-06,6901,63.1,WJMHK,5,2009-08-07
868,1153,2009-08-28,6901,21.87,M742B,5,2009-08-28
869,1194,2009-09-04,6901,27.73,LMCHS,5,2009-09-04
870,1271,2009-09-18,6901,29.08,UBCEL,5,2009-09-18
871,483,2009-04-24,6946,9.5,KZQCQ,5,2009-04-24
872,489,2009-04-24,6948,14.1,GD6XX,3,2009-04-24
873,491,2009-04-27,8843,21.45,2BUJN,4,2009-04-28
874,513,2009-05-01,9840,30.23,97DYP,5,2009-05-01
875,507,2009-04-30,10855,136.8,QVG7P,5,2009-05-01
876,509,2009-04-30,10858,20.82,ZG9BW,5,2009-05-01
877,508,2009-04-30,10859,44.81,QCXQ6,5,2009-05-01
878,539,2009-05-07,10859,61.3,7NKRD,5,2009-05-08
879,516,2009-05-01,10876,40.85,6D6YB,5,2009-05-01
880,992,2009-07-31,10876,50.22,PWHWK,4,2009-08-04
881,518,2009-05-01,10901,31.75,K2Y7H,5,2009-05-01
882,547,2009-05-08,10901,19.15,KZ2X4,5,2009-05-08
883,863,2009-07-09,10938,68.6,YX8WQ,5,2009-07-10
884,524,2009-05-04,12173,55.56,2H2CG,3,2009-05-05
885,530,2009-05-06,13043,23.39,%%530,3,2009-05-07
886,599,2009-05-19,13043,44.76,2C2CY,3,2009-05-19
887,669,2009-06-02,13043,30.57,QKA4T,3,2009-06-02
888,886,2009-07-13,13043,31.27,F3P9V,3,2009-07-14
889,1907,2009-12-01,13043,26.74,6H86Z,3,2009-12-01
890,3216,2010-03-08,13043,43.34,LY7HU,3,2010-03-09
891,535,2009-05-07,13202,28.9,%%535,3,2009-05-07
892,558,2009-05-08,13229,20.79,XPH3M,5,2009-05-09
893,537,2009-05-07,13232,9.85,%%537,5,2009-05-08
894,543,2009-05-07,13278,15.14,NHGNA,5,2009-05-08
895,648,2009-05-27,13278,27.65,BVDZU,5,2009-05-29
896,822,2009-07-02,13278,15.06,Z8EWB,6,2009-07-02
897,942,2009-07-23,13278,18.19,PYW9Y,5,2009-07-24
898,974,2009-07-29,13278,21.3,FT4VY,6,2009-07-30
899,1018,2009-08-06,13278,21.68,Z99WL,5,2009-08-07
900,1490,2009-10-22,13278,9.18,U3XZT,5,2009-10-23
901,2208,2010-01-04,13278,13.29,NK6RM,18,2010-01-04
902,3180,2010-03-05,13278,21.0078,RJ9KH,5,2010-03-05
903,540,2009-05-07,13284,39.88,TPJCA,5,2009-05-08
904,579,2009-05-14,13284,48.72,ML8CS,5,2009-05-15
905,682,2009-06-04,13284,63.87,7EK42,5,2009-06-05
906,712,2009-06-11,13284,37.5,YCQPS,5,2009-06-12
907,777,2009-06-23,13284,45.94,Y4QVP,5,2009-06-26
908,652,2009-05-28,13290,11.29,LYFPW,5,2009-05-29
909,551,2009-05-08,13301,25.23,AX64Q,5,2009-05-08
910,621,2009-05-22,13301,26.87,PQJDX,5,2009-05-22
911,787,2009-06-26,13301,33.25,H6GAM,5,2009-06-26
912,935,2009-07-23,13301,23.66,RALFM,5,2009-07-24
913,944,2009-07-24,13301,9.78,9W9YE,5,2009-07-24
914,552,2009-05-08,13304,17.85,V5MEH,5,2009-05-08
915,856,2009-07-09,13304,30.29,BQWFH,5,2009-07-10
916,566,2009-05-12,13341,46.68,MSF2F,3,2009-05-12
917,2124,2009-12-22,13361,86.25,K4T39,5,2009-12-23
918,2260,2010-01-07,13361,38.9127,S5EJD,5,2010-01-08
919,2556,2010-01-29,13361,61.96,F9WEN,5,2010-01-29
920,570,2009-05-14,14027,38.45,TJ7DV,5,2009-05-15
921,925,2009-07-21,14027,38.81,YG7LN,5,2009-07-24
922,1017,2009-08-06,14027,51.12,PVE32,5,2009-08-07
923,1078,2009-08-19,14027,49.03,TSAVW,5,2009-08-21
924,582,2009-05-15,14056,35.31,C3LBW,5,2009-05-15
925,715,2009-06-12,14056,48.23,8ZLDC,5,2009-06-12
926,574,2009-05-14,14057,8.09,AWTUA,5,2009-05-15
927,587,2009-05-15,14246,53.28,UYESB,5,2009-05-15
928,623,2009-05-22,14246,63.92,FLGGB,5,2009-05-22
929,660,2009-05-29,14246,59.71,NUBN7,5,2009-05-29
930,751,2009-06-17,14246,14.07,F5DVR,6,2009-06-25
931,752,2009-06-17,14246,3.37,BJBEL,6,2009-06-18
932,753,2009-06-17,14246,4.29,UKGHW,3,2009-06-23
933,761,2009-06-19,14246,56.17,C9PJE,5,2009-06-19
934,813,2009-07-01,14246,80.79,B4L26,6,2009-07-02
935,859,2009-07-09,14246,64.38,PXQQQ,5,2009-07-10
936,590,2009-05-17,14600,21.89,GBQ5M,3,2009-05-19
937,609,2009-05-20,14600,72.72,Y768Y,3,2009-05-21
938,638,2009-05-26,14600,72.72,7P23H,3,2009-05-26
939,667,2009-06-02,14600,79.6,CJXSP,3,2009-06-02
940,679,2009-06-04,14600,79.6,QHFZP,5,2009-06-05
941,721,2009-06-12,14600,79.6,M8543,3,2009-06-16
942,738,2009-06-16,14600,79.6,3WAJQ,6,2009-06-18
943,765,2009-06-19,14600,79.6,MY36G,3,2009-06-23
944,798,2009-06-29,14600,69.65,RS7CF,3,2009-06-30
945,938,2009-07-23,14600,69.19,RJ6KG,3,2009-07-23
946,591,2009-05-18,14635,93.36,2SMZ7,3,2009-05-19
947,768,2009-06-22,14635,66.87,6NSDC,3,2009-06-23
948,854,2009-07-09,14635,75.2,4VNHF,4,2009-07-09
949,1161,2009-09-01,14635,83.3105,HP3QP,3,2009-09-01
950,1207,2009-09-08,14635,54.9155,6L78S,3,2009-09-08
951,1248,2009-09-15,14635,109.47,RP4S2,3,2009-09-15
952,1281,2009-09-22,14635,68.6407,TKHH6,3,2009-09-22
953,1652,2009-11-10,14635,160.67,YRFKK,3,2009-11-10
954,2995,2010-02-23,14635,30.76,WDKB3,3,2010-02-23
955,593,2009-05-18,14842,40.59,BAG7J,3,2009-05-19
956,1021,2009-08-07,14887,27.97,R3NLN,5,2009-08-07
957,1146,2009-08-28,14887,67.58,HSK89,5,2009-08-28
958,1228,2009-09-11,14887,58.78,L92JR,5,2009-09-11
959,2267,2010-01-08,14887,42.6,GS86A,5,2010-01-08
960,2349,2010-01-14,14887,30.3237,BVQUE,5,2010-01-15
961,595,2009-05-19,14913,53.43,BB9ZS,4,2009-05-19
962,2561,2010-01-29,14913,22.0092,Q8QCG,15,2010-01-29
963,596,2009-05-19,14924,16.12,3BJ6W,4,2009-05-21
964,627,2009-05-22,15529,55.68,XKZXM,5,2009-05-22
965,773,2009-06-23,15529,70.71,VEPS2,3,2009-06-23
966,999,2009-08-03,15529,121.63,EYPBX,3,2009-08-04
967,608,2009-05-20,15889,65.63,76JQS,3,2009-05-21
968,666,2009-06-02,15893,11.49,3QUS2,3,2009-06-02
969,611,2009-05-21,15914,50.87,B32RF,5,2009-05-22
970,827,2009-07-02,15914,45.36,FKGYG,6,2009-07-02
971,3148,2010-03-04,15914,17.4805,RYQQH,5,2010-03-05
972,1338,2009-09-30,15986,17.88,AUJKC,7,2009-10-01
973,618,2009-05-21,15987,7.32,S82WA,3,2009-05-21
974,625,2009-05-22,16173,64.05,KBDHV,5,2009-05-22
975,633,2009-05-25,16314,44.25,AMXQA,3,2009-05-26
976,632,2009-05-24,16614,3.21,27QPF,4,2009-05-26
977,634,2009-05-25,17040,29.12,SR8FD,3,2009-05-26
978,640,2009-05-27,17416,44.0,XJ5SF,4,2009-05-28
979,644,2009-05-27,17533,61.02,TD7RK,3,2009-05-28
980,1979,2009-12-07,17533,74.2625,5JZ92,3,2009-12-08
981,655,2009-05-29,17928,25.96,F8LFS,5,2009-05-29
982,1171,2009-09-02,17928,16.22,Y9SXG,5,2009-09-04
983,1355,2009-10-02,17928,24.78,NGYD4,5,2009-10-02
984,1499,2009-10-23,17928,39.36,SBEB2,5,2009-10-23
985,1621,2009-11-05,17928,31.89,D9B3Y,5,2009-11-06
986,1754,2009-11-12,17928,89.06,9BK8L,5,2009-11-13
987,1936,2009-12-03,17928,64.0,PPVNU,5,2009-12-04
988,2014,2009-12-10,17928,35.68,JSXKD,5,2009-12-11
989,2083,2009-12-17,17928,14.09,NJ6C7,5,2009-12-18
990,2354,2010-01-14,17928,88.33,BD6X6,5,2010-01-15
991,2544,2010-01-28,17928,29.76,XYY8H,5,2010-01-29
992,2798,2010-02-11,17928,106.47,287000000,5,2010-02-12
993,2913,2010-02-18,17928,94.07,RSWDN,5,2010-02-19
994,3034,2010-02-25,17928,16.8255,63ABV,5,2010-02-26
995,899,2009-07-15,18943,8.01,6KRZA,4,2009-07-16
996,1296,2009-09-23,18943,8.01,AQ4XA,4,2009-09-24
997,1730,2009-11-11,18943,8.01,HTVE7,4,2009-11-12
998,2073,2009-12-16,18943,8.01,J4T96,4,2009-12-17
999,2353,2010-01-14,18943,8.01,K3GET,4,2010-01-15
1000,3019,2010-02-24,18943,8.01,R8YLE,4,2010-02-25
1001,671,2009-06-03,19271,81.34,TAZ5K,3,2009-06-04
1002,1104,2009-08-24,19271,51.7455,XU62Q,3,2009-08-25
1003,674,2009-06-03,19347,47.82,KS6TK,4,2009-06-04
1004,2142,2009-12-28,19347,128.06,6FNDJ,5,2009-12-30
1005,2351,2010-01-14,19347,45.4878,Y3JAN,5,2010-01-15
1006,2446,2010-01-22,19347,95.36,Z2UQK,5,2010-01-22
1007,2557,2010-01-29,19347,114.9777,KZK6E,5,2010-01-29
1008,2800,2010-02-11,19347,112.5255,VP9BH,5,2010-02-12
1009,2914,2010-02-18,19347,111.6805,5UN4M,5,2010-02-19
1010,2917,2010-02-19,19347,5.63,PR3FM,5,2010-02-19
1011,675,2009-06-03,19579,41.72,F5HNQ,3,2009-06-04
1012,683,2009-06-04,19768,27.3,RTDUL,6,2009-06-11
1013,685,2009-06-05,19891,9.53,NMW4U,4,2009-06-09
1014,700,2009-06-10,19892,16.55,NPJVU,6,2009-06-11
1015,749,2009-06-17,19892,76.79,77RXG,6,2009-06-18
1016,781,2009-06-25,19892,14.86,RDBED,6,2009-06-25
1017,691,2009-06-06,20515,16.9,UF4LJ,3,2009-06-09
1018,692,2009-06-08,20805,38.96,S7ZFE,6,2009-06-11
1019,737,2009-06-16,20805,23.51,7J9L7,6,2009-06-18
1020,778,2009-06-24,20805,50.98,K974R,6,2009-06-25
1021,807,2009-07-01,20805,46.05,4NSXV,6,2009-07-02
1022,851,2009-07-08,20805,28.18,LUPJ8,6,2009-07-09
1023,902,2009-07-15,20805,47.21,L4U4A,6,2009-07-16
1024,996,2009-08-03,20805,66.13,8JU97,6,2009-08-06
1025,1123,2009-08-25,20805,44.39,SBNHX,6,2009-08-27
1026,1293,2009-09-22,20805,80.03,8DKCX,6,2009-09-24
1027,1294,2009-09-22,20805,66.58,BPTP4,6,2009-09-24
1028,1477,2009-10-21,20805,44.99,6RQUJ,6,2009-10-22
1029,1478,2009-10-21,20805,8.44,6UE7F,6,2009-10-22
1030,1900,2009-11-30,20805,68.22,XJVCF,6,2009-12-03
1031,2656,2010-02-03,20805,63.23,XBJZ2,6,2010-02-04
1032,3017,2010-02-24,20805,74.62,WL7XL,6,2010-02-25
1033,699,2009-06-09,20994,7.36,NEK7Y,5,2009-06-12
1034,701,2009-06-10,21194,27.29,S496Y,6,2009-06-11
1035,779,2009-06-24,21194,21.59,B258H,6,2009-06-25
1036,1064,2009-08-17,21243,56.77,2CVBN,6,2009-08-20
1037,3160,2010-03-04,21243,53.26,HDTXU,4,2010-03-05
1038,704,2009-06-11,21254,48.78,2YRJE,6,2009-06-11
1039,750,2009-06-17,21254,56.49,V4RMA,6,2009-06-18
1040,815,2009-07-01,21254,33.03,V95X7,6,2009-07-02
1041,724,2009-06-15,21267,21.38,LPK7A,3,2009-06-16
1042,800,2009-06-29,21267,22.39,UDCUH,3,2009-06-30
1043,837,2009-07-06,21267,9.63,JULYG,3,2009-07-07
1044,705,2009-06-11,21275,39.98,FZHFV,5,2009-06-12
1045,760,2009-06-18,21275,28.63,E7SC5,5,2009-06-19
1046,910,2009-07-16,21275,85.72,U2CFM,5,2009-07-17
1047,941,2009-07-23,21275,63.7,6YPSF,5,2009-07-24
1048,980,2009-07-30,21275,52.23,JPLPP,5,2009-07-31
1049,2663,2010-02-04,21275,115.8095,7WW9L,5,2010-02-05
1050,711,2009-06-11,21385,63.73,8V4JC,5,2009-06-12
1051,847,2009-07-08,21385,67.03,3VV7K,6,2009-07-09
1052,983,2009-07-30,21385,69.53,YDEXU,5,2009-07-31
1053,2214,2010-01-04,21718,18.27,LM4CP,11,2010-01-06
1054,2241,2010-01-06,21718,9.18,6237V,11,2010-01-06
1055,2375,2010-01-17,21718,21.63,7KGCD,18,2010-01-18
1056,2592,2010-01-31,21718,80.16,BVYC8,18,2010-02-01
1057,722,2009-06-12,21750,6.09,CK3PD,6,2009-06-18
1058,723,2009-06-14,21943,41.65,82FHK,4,2009-06-18
1059,727,2009-06-15,22186,18.03,MVZUX,3,2009-06-16
1060,920,2009-07-20,22186,23.92,393HK,3,2009-07-21
1061,1035,2009-08-10,22186,25.35,Y5LJ2,3,2009-08-11
1062,1199,2009-09-07,22186,31.36,BEZAN,3,2009-09-08
1063,1462,2009-10-20,22186,57.08,JP52Y,3,2009-10-20
1064,1644,2009-11-10,22186,25.63,WHB3Z,3,2009-11-10
1065,2320,2010-01-12,22186,45.0855,2SEFT,3,2010-01-12
1066,2858,2010-02-15,22186,29.5695,4VL72,3,2010-02-16
1067,3200,2010-03-07,22186,47.19,C4C9J,3,2010-03-09
1068,754,2009-06-17,22418,34.78,ZZQTX,6,2009-06-18
1069,816,2009-07-02,22446,87.78,WWECL,6,2009-07-02
1070,1380,2009-10-08,22446,112.9962,JT7PQ,6,2009-10-08
1071,740,2009-06-17,22494,89.87,6QNUJ,6,2009-06-18
1072,907,2009-07-16,22494,21.0,VH48L,6,2009-07-16
1073,1611,2009-11-05,22494,22.76,MSH6N,6,2009-11-05
1074,742,2009-06-17,22682,38.36,5LYVE,6,2009-06-18
1075,743,2009-06-17,22684,7.05,3LPAQ,5,2009-06-19
1076,909,2009-07-16,22684,17.46,C2YN6,5,2009-07-17
1077,961,2009-07-28,22684,37.32,BNKN8,5,2009-07-31
1078,962,2009-07-28,22684,5.12,AMMRR,5,2009-07-31
1079,963,2009-07-28,22684,5.12,L9NKV,5,2009-07-31
1080,1053,2009-08-13,22684,33.37,X9CU8,5,2009-08-14
1081,1140,2009-08-27,22684,25.48,Z68WX,5,2009-08-28
1082,1623,2009-11-05,22684,28.11,ZB8YG,5,2009-11-06
1083,745,2009-06-17,22705,30.9,XUZUC,6,2009-06-18
1084,782,2009-06-25,22717,18.73,82H3H,6,2009-06-25
1085,806,2009-07-01,22717,13.53,9C3MH,6,2009-07-02
1086,904,2009-07-16,22717,17.04,LPHK9,6,2009-07-16
1087,747,2009-06-17,22722,17.07,GZBEM,6,2009-06-18
1088,812,2009-07-01,22722,22.95,L2TXL,6,2009-07-02
1089,839,2009-07-06,22722,31.11,FB4CR,6,2009-07-09
1090,894,2009-07-14,22722,30.16,7QQ6M,6,2009-07-23
1091,950,2009-07-26,22722,20.28,ETNX9,6,2009-07-30
1092,952,2009-07-27,22722,24.86,FQDXZ,6,2009-07-30
1093,1007,2009-08-04,22722,20.98,B8F4N,6,2009-08-06
1094,1125,2009-08-26,22722,13.0712,QD7RH,6,2009-08-27
1095,1275,2009-09-20,22722,16.76,7NP9P,6,2009-09-24
1096,1423,2009-10-14,22722,14.71,L3M3N,6,2009-10-15
1097,2895,2010-02-17,22722,36.84,CPN6F,6,2010-02-18
1098,3139,2010-03-03,22722,22.06,AESXE,6,2010-03-04
1099,756,2009-06-18,22745,198.9,T62MX,6,2009-06-18
1100,819,2009-07-02,22745,129.56,3F2ZV,6,2009-07-02
1101,905,2009-07-16,22745,89.29,SWNCG,6,2009-07-16
1102,1176,2009-09-03,22745,247.9057,JKJ4F,6,2009-09-03
1103,1219,2009-09-10,22745,122.64,5C7AR,6,2009-09-10
1104,1257,2009-09-17,22745,94.8,34HJL,6,2009-09-17
1105,1435,2009-10-16,22745,126.4107,A3792,5,2009-10-16
1106,2666,2010-02-04,22745,127.15,W44WX,6,2010-02-04
1107,755,2009-06-17,22761,38.5,WYUYA,6,2009-06-18
1108,1012,2009-08-05,22761,40.7,CH8Q5,6,2009-08-06
1109,766,2009-06-21,23323,41.27,3745Z,5,2009-06-26
1110,795,2009-06-28,23323,55.08,VFBKK,3,2009-06-30
1111,861,2009-07-09,23323,55.42,ZRTRE,5,2009-07-10
1112,1052,2009-08-13,23323,61.07,AC38N,5,2009-08-14
1113,1096,2009-08-21,23323,70.96,9KSNG,5,2009-08-21
1114,1145,2009-08-27,23323,174.3262,A8UBL,5,2009-08-28
1115,1187,2009-09-04,23323,51.32,YCSE2,5,2009-09-04
1116,1225,2009-09-11,23323,76.32,QUZRP,5,2009-09-11
1117,1263,2009-09-17,23323,51.24,6PSCG,5,2009-09-18
1118,1383,2009-10-08,23323,70.2,NHJAN,5,2009-10-09
1119,1431,2009-10-15,23323,64.42,HZBP8,5,2009-10-16
1120,2008,2009-12-10,23323,133.83,4FAV8,5,2009-12-11
1121,2529,2010-01-28,23323,214.0777,497C5,5,2010-01-29
1122,2649,2010-02-03,23323,143.2725,K92CR,5,2010-02-05
1123,2797,2010-02-11,23323,129.386,4LCCV,5,2010-02-12
1124,3036,2010-02-25,23323,104.4095,D75SW,5,2010-02-26
1125,3161,2010-03-04,23323,92.87,V7JTD,5,2010-03-05
1126,883,2009-07-13,23334,21.97,6B6SG,6,2009-07-16
1127,2031,2009-12-13,23405,72.8895,5CQWV,18,2009-12-14
1128,2138,2009-12-27,23405,55.1545,U6EP4,18,2009-12-28
1129,2175,2009-12-30,23405,57.9302,2NUWM,18,2010-01-04
1130,784,2009-06-25,26788,45.22,PQXL6,6,2009-06-25
1131,823,2009-07-02,26788,12.57,8S7DL,6,2009-07-02
1132,934,2009-07-23,26788,33.4,37X5K,6,2009-07-23
1133,975,2009-07-30,26788,20.51,HLNCY,6,2009-07-30
1134,1133,2009-08-27,26788,16.8,GMXEH,6,2009-08-27
1135,1175,2009-09-03,26788,18.45,JX8Y6,6,2009-09-03
1136,1218,2009-09-10,26788,34.62,ZEH68,6,2009-09-10
1137,1254,2009-09-17,26788,30.7505,WRJRP,6,2009-09-17
1138,1379,2009-10-08,26788,25.6452,MQ5UA,6,2009-10-08
1139,1487,2009-10-22,26788,7.05,BEBJR,6,2009-10-22
1140,1552,2009-10-29,26788,22.06,KS4T7,6,2009-10-29
1141,1613,2009-11-05,26788,14.47,YHA3K,6,2009-11-05
1142,1800,2009-11-17,26788,23.72,E7ZSS,3,2009-11-17
1143,2866,2010-02-16,26788,41.2545,ZNN7J,3,2010-02-16
1144,821,2009-07-02,27169,10.78,QA43G,6,2009-07-02
1145,1557,2009-10-29,27169,15.43,9UFVS,6,2009-10-29
1146,1748,2009-11-12,27169,14.25,U9PXR,6,2009-11-12
1147,887,2009-07-13,27428,54.12,63USC,3,2009-07-14
1148,985,2009-07-31,27428,29.61,PH4MH,5,2009-07-31
1149,1003,2009-08-04,27428,34.82,Y7D2G,3,2009-08-04
1150,2068,2009-12-16,27428,38.14,8F3J5,11,2009-12-16
1151,2173,2009-12-30,27428,17.24,YXMQK,9,2009-12-30
1152,2268,2010-01-08,27428,50.3278,HGBKH,15,2010-01-08
1153,2321,2010-01-12,27428,29.659,CW872,3,2010-01-12
1154,2434,2010-01-21,27428,34.66,9TYJX,6,2010-01-21
1155,2594,2010-02-01,27428,54.1795,XDHTJ,15,2010-02-01
1156,2687,2010-02-04,27428,20.97,M4J28,5,2010-02-05
1157,2783,2010-02-11,27428,86.4852,P8ANR,6,2010-02-11
1158,2887,2010-02-17,27428,27.6545,S5NEF,9,2010-02-17
1159,2990,2010-02-23,27428,38.9195,FDPYL,3,2010-02-23
1160,3047,2010-02-26,27428,38.8898,8LGTN,5,2010-02-26
1161,3176,2010-03-05,27428,14.35,XNPRG,5,2010-03-05
1162,3223,2010-03-08,27428,27.68,TC6D2,15,2010-03-08
1163,1082,2009-08-19,27585,21.56,8S4ZR,6,2009-08-20
1164,1127,2009-08-26,27585,21.04,6B5QY,6,2009-08-27
1165,872,2009-07-10,28318,117.55,E3AHQ,5,2009-07-10
1166,943,2009-07-24,28318,85.13,JTEWA,5,2009-07-24
1167,1023,2009-08-07,28318,137.41,KQFZK,5,2009-08-07
1168,1100,2009-08-21,28318,86.15,H2NMF,5,2009-08-21
1169,1216,2009-09-09,28318,96.23,HAQ4Q,6,2009-09-10
1170,2584,2010-01-31,28511,95.88,6D2TS,4,2010-02-04
1171,2650,2010-02-03,28511,52.0902,VQYG2,4,2010-02-04
1172,805,2009-06-30,29284,14.05,7Q5Z5,6,2009-07-09
1173,824,2009-07-02,29284,8.48,SUTXH,6,2009-07-02
1174,1014,2009-08-06,29284,43.84,4LGZA,6,2009-08-06
1175,2622,2010-02-02,29284,91.4727,XW82U,3,2010-02-02
1176,1136,2009-08-27,29605,31.09,DD7LJ,5,2009-08-28
1177,1443,2009-10-16,29605,2.76,7K35M,3,2009-10-20
1178,1511,2009-10-23,29605,4.2902,RX98S,7,2009-10-29
1179,1512,2009-10-24,29605,2.92,753V5,3,2009-10-27
1180,1513,2009-10-24,29605,8.35,N38M3,7,2009-10-29
1181,1547,2009-10-28,29605,4.4,J274C,6,2009-10-29
1182,1549,2009-10-28,29605,43.8479,FDUKH,7,2009-11-03
1183,1582,2009-11-02,29605,3.06,BL3YX,6,2009-11-05
1184,2178,2009-12-30,29605,8.5,4GGNM,7,2009-12-31
1185,2187,2010-01-02,29605,7.36,KXNH7,7,2009-12-29
1186,2483,2010-01-25,29605,14.68,TDAHL,4,2010-01-26
1187,2487,2010-01-25,29605,1.83,6YY22,3,2010-01-26
1188,2692,2010-02-05,29605,34.73,XHNEB,5,2010-02-05
1189,2693,2010-02-05,29605,15.35,K62PA,5,2010-02-05
1190,810,2009-07-01,29816,9.76,SBU46,6,2009-07-02
1191,811,2009-07-01,29855,23.72,6DCDP,6,2009-07-02
1192,814,2009-07-01,29878,20.44,F3XA4,6,2009-07-09
1193,817,2009-07-02,30131,23.32,BD4HR,6,2009-07-02
1194,976,2009-07-30,30131,17.68,UCL6L,6,2009-07-30
1195,1132,2009-08-27,30131,27.26,NBB92,6,2009-08-27
1196,1252,2009-09-16,30131,17.86,PBAT7,6,2009-09-17
1197,1301,2009-09-24,30131,19.5,7YB9V,6,2009-09-24
1198,1481,2009-10-22,30131,21.42,RP8SP,6,2009-10-22
1199,1837,2009-11-20,30131,21.2765,ZD24S,5,2009-11-20
1200,1999,2009-12-09,30131,33.29,BFM4Q,6,2009-12-10
1201,3023,2010-02-25,30131,39.5788,KT4X5,6,2010-02-25
1202,3146,2010-03-04,30131,28.81,2K9UU,6,2010-03-04
1203,829,2009-07-02,30222,11.35,QCUDB,6,2009-07-02
1204,831,2009-07-02,30225,4.96,GV8E8,6,2009-07-02
1205,833,2009-07-03,30554,38.99,UC3VD,5,2009-07-10
1206,988,2009-07-31,30554,29.48,TTDBD,5,2009-07-31
1207,1150,2009-08-28,30554,18.79,KEQVG,5,2009-08-28
1208,1829,2009-11-19,30554,65.6362,7NJ73,5,2009-11-20
1209,1840,2009-11-20,30554,9.4492,6UFS9,5,2009-11-20
1210,835,2009-07-05,31492,40.8,3GE6E,3,2009-07-07
1211,911,2009-07-17,31492,47.07,XF8KV,5,2009-07-17
1212,981,2009-07-30,31492,34.27,GGRJR,5,2009-07-31
1213,1047,2009-08-12,31492,51.85,XFJXL,6,2009-08-13
1214,1048,2009-08-12,31492,55.84,RMLG9,6,2009-08-13
1215,1220,2009-09-10,31492,45.98,9BQ82,6,2009-09-10
1216,834,2009-07-05,31971,10.08,ZW5PS,5,2009-07-10
1217,867,2009-07-10,31971,6.84,PRWAM,5,2009-07-10
1218,903,2009-07-15,31971,31.53,YD7VZ,5,2009-07-17
1219,969,2009-07-29,31971,27.5,HMUPT,5,2009-07-31
1220,1005,2009-08-04,31971,16.02,ED2RL,5,2009-08-07
1221,1054,2009-08-13,31971,20.6,3MZJK,5,2009-08-14
1222,1143,2009-08-27,31971,18.06,5692W,5,2009-08-28
1223,1415,2009-10-13,31971,29.96,3FGUJ,5,2009-10-16
1224,836,2009-07-06,32014,28.35,ZK8HC,4,2009-07-07
1225,849,2009-07-08,33104,35.31,8HM5V,6,2009-07-09
1226,897,2009-07-14,33104,18.29,P6M9X,6,2009-07-16
1227,901,2009-07-15,33104,7.0,YWJVY,6,2009-07-16
1228,3138,2010-03-03,33104,40.11,FMASM,6,2010-03-04
1229,852,2009-07-09,33227,12.55,9WTMG,4,2009-07-09
1230,855,2009-07-09,33309,96.53,CNA58,5,2009-07-10
1231,1474,2009-10-21,33309,105.4,G6TKY,5,2009-10-23
1232,1555,2009-10-29,33309,119.19,RKHL6,6,2009-10-29
1233,1831,2009-11-19,33309,100.6165,N9M8L,7,2009-11-19
1234,2043,2009-12-14,33309,42.12,9S9ZE,18,2009-12-14
1235,857,2009-07-09,33428,16.82,7EBJK,5,2009-07-10
1236,1030,2009-08-09,33428,2.1,KU936,5,2009-08-14
1237,921,2009-07-20,33434,15.12,KG6KK,6,2009-07-23
1238,1008,2009-08-05,33434,2.94,CFSDW,6,2009-08-06
1239,858,2009-07-09,33468,57.03,94Z8B,5,2009-07-10
1240,862,2009-07-09,33534,108.06,8RQ5W,5,2009-07-10
1241,984,2009-07-30,33534,120.96,E3JGL,5,2009-07-31
1242,864,2009-07-10,33561,28.19,CDV7P,5,2009-07-10
1243,1647,2009-11-10,33566,154.779,585SR,4,2009-11-10
1244,1830,2009-11-19,33566,195.58,834FE,4,2009-11-19
1245,1875,2009-11-24,33566,124.29,7XAMA,4,2009-12-01
1246,2024,2009-12-13,33566,80.03,VUGT7,4,2009-12-14
1247,2332,2010-01-13,33566,212.09,CFLVX,4,2010-01-13
1248,865,2009-07-10,33581,60.99,FFGNA,5,2009-07-10
